id,organizationId,departmentId,teamId,role,tenureMonths,engagementScore,culturalContributions,recognitionsReceived,recognitionsGiven,lastActiveDate,createdAt,updatedAt
000f3c9b-5ece-7d9c-ac8a-b1f46553fe40,09713e14-8a54-474e-a48a-64a44426ede0,b6a04cf0-db05-4de3-9d8f-57c3cec377a2,a0a3db9b-f186-4824-8937-394b8954e555,Senior Contributor,73,73.2,8,4,4,2025-10-19T20:33:44.323002,2019-11-19T20:33:44.323004,2025-11-17T20:33:44.323005
7fa96437-af1d-941a-1c5b-e0b5c411507d,09713e14-8a54-474e-a48a-64a44426ede0,3f718fe3-56f6-4544-8897-c92f947db386,a7bca050-4cf4-4946-b306-1a20b14fedbf,Senior Contributor,197,66.6,14,12,4,2025-11-11T20:33:44.323017,2009-09-12T20:33:44.323018,2025-11-17T20:33:44.323020
3a683e02-68fe-bb48-fcb8-321f6cd38a1b,09713e14-8a54-474e-a48a-64a44426ede0,4ff09f47-abd4-4e63-be37-28a16b2655d9,c88e2bfd-e9f5-458c-b853-4f99dcfeca03,C-Level,164,99.3,2,0,2,2025-10-24T20:33:44.323031,2012-05-29T20:33:44.323033,2025-11-17T20:33:44.323034
c9c9e71f-d54b-89a6-a952-23be1bbb2b48,09713e14-8a54-474e-a48a-64a44426ede0,b6a04cf0-db05-4de3-9d8f-57c3cec377a2,505b23bd-5c61-498f-9d51-61fcc48ff9df,Senior Manager,96,95.5,33,20,30,2025-11-09T20:33:44.323046,2017-12-29T20:33:44.323048,2025-11-17T20:33:44.323049
d7fa62d3-b750-ba92-c470-12053c2d363b,09713e14-8a54-474e-a48a-64a44426ede0,8a4c8988-1213-4987-ad0d-641a679f8f8e,6ce5e355-a62c-4e2d-a9b3-260623ef9215,Manager,57,52.2,26,14,1,2025-11-06T20:33:44.323066,2021-03-13T20:33:44.323068,2025-11-17T20:33:44.323069
52cc522d-dde4-f1d7-bcc1-a60dab279b57,09713e14-8a54-474e-a48a-64a44426ede0,53b71137-6ccc-4d06-84a9-070c93c51d1d,05060bf7-bc33-42ba-a767-260a8e198001,Manager,163,63.6,17,3,18,2025-11-16T20:33:44.323080,2012-06-28T20:33:44.323082,2025-11-17T20:33:44.323083
6296e325-aebf-c3ad-1634-780463ab79cb,09713e14-8a54-474e-a48a-64a44426ede0,4ff09f47-abd4-4e63-be37-28a16b2655d9,61825b9f-e741-41e7-b23c-8627fdd7e909,Director,34,65.5,11,23,0,2025-10-29T20:33:44.323093,2023-02-01T20:33:44.323095,2025-11-17T20:33:44.323097
767badd4-c051-bb70-19dc-a9831f8b7a2f,09713e14-8a54-474e-a48a-64a44426ede0,18589206-95c7-4d38-8468-83b1503c4301,3ff684d6-3d8b-43f7-bcf5-21d532e09fc1,Senior Manager,233,82.3,25,2,35,2025-11-16T20:33:44.323108,2006-09-28T20:33:44.323109,2025-11-17T20:33:44.323111
d746a40f-c471-b8cf-9a4e-31b4b5c684fe,09713e14-8a54-474e-a48a-64a44426ede0,4ff09f47-abd4-4e63-be37-28a16b2655d9,24e999f6-3a52-46c7-b3f0-1d46d51910fa,Team Lead,83,88.0,36,16,34,2025-10-24T20:33:44.323128,2019-01-23T20:33:44.323130,2025-11-17T20:33:44.323211
94c87dad-b396-4131-8097-df663b9fb211,09713e14-8a54-474e-a48a-64a44426ede0,18589206-95c7-4d38-8468-83b1503c4301,f25d3cd2-7fae-4bff-a933-82fd43643999,VP,35,91.4,6,2,32,2025-11-11T20:33:44.323234,2023-01-02T20:33:44.323236,2025-11-17T20:33:44.323237
335f52b2-39bc-0ae5-df50-3a14328f3c18,09713e14-8a54-474e-a48a-64a44426ede0,b6a04cf0-db05-4de3-9d8f-57c3cec377a2,c07c2833-f72c-408d-9ffe-dd59ea0bebf8,Director,88,93.4,44,15,20,2025-10-28T20:33:44.323251,2018-08-26T20:33:44.323253,2025-11-17T20:33:44.323254
5d2fea4c-b07e-c7eb-7c28-ed51fc20a753,09713e14-8a54-474e-a48a-64a44426ede0,3f718fe3-56f6-4544-8897-c92f947db386,83220dbd-8d44-482b-aa12-99fbe6fe9697,VP,14,49.9,43,0,16,2025-11-01T20:33:44.323265,2024-09-23T20:33:44.323267,2025-11-17T20:33:44.323268
f57743e2-14c4-35ac-968d-7f20a8e18974,09713e14-8a54-474e-a48a-64a44426ede0,ec06eb66-29da-4297-a51a-7f9b608c3080,30552d13-b5f9-4c30-b442-74b646f9d2b0,C-Level,135,45.9,9,1,17,2025-10-19T20:33:44.323281,2014-10-16T20:33:44.323283,2025-11-17T20:33:44.323285
5a806964-0fd0-2a1d-8a55-7a882fcaf38e,09713e14-8a54-474e-a48a-64a44426ede0,b6a04cf0-db05-4de3-9d8f-57c3cec377a2,c5c6feae-d582-459f-9397-d74b8b9521e8,Team Lead,27,59.8,26,27,37,2025-10-31T20:33:44.323296,2023-08-30T20:33:44.323298,2025-11-17T20:33:44.323299
6cfce603-d91b-aeb0-ae8f-b8014f0f842e,09713e14-8a54-474e-a48a-64a44426ede0,3f718fe3-56f6-4544-8897-c92f947db386,d87bad6c-dcdf-4e2e-8437-177b2a18034c,Senior Manager,33,82.1,44,8,23,2025-10-27T20:33:44.323310,2023-03-03T20:33:44.323312,2025-11-17T20:33:44.323313
4e846ab9-7eb4-d230-126e-9cac58ba66c1,09713e14-8a54-474e-a48a-64a44426ede0,ec06eb66-29da-4297-a51a-7f9b608c3080,f70a845d-4ad4-43ee-b0c7-d1e8b7076534,C-Level,152,78.5,27,28,13,2025-11-15T20:33:44.323324,2013-05-24T20:33:44.323325,2025-11-17T20:33:44.323327
6f8198d7-e0bd-4b1a-81ef-e5084edc9fc2,09713e14-8a54-474e-a48a-64a44426ede0,18589206-95c7-4d38-8468-83b1503c4301,46f26b4d-8639-443c-8cce-8bb68519890e,C-Level,65,91.1,49,0,17,2025-10-25T20:33:44.323337,2020-07-16T20:33:44.323339,2025-11-17T20:33:44.323340
16b9cffa-e1fc-74b1-11cd-04855d9aa63c,09713e14-8a54-474e-a48a-64a44426ede0,b6a04cf0-db05-4de3-9d8f-57c3cec377a2,1f973c26-acc0-4497-b6b2-e72fb6c6d5e6,Director,140,47.3,45,13,37,2025-11-07T20:33:44.323351,2014-05-19T20:33:44.323353,2025-11-17T20:33:44.323354
2acf45a9-3e5e-9082-9282-6e2652303cf7,09713e14-8a54-474e-a48a-64a44426ede0,15d21f76-120e-4577-b629-359d0edce5de,f7c79da5-9637-406e-90bd-ad52046792b5,Team Lead,36,86.1,34,3,6,2025-10-27T20:33:44.323365,2022-12-03T20:33:44.323367,2025-11-17T20:33:44.323368
9a7b1a8c-1397-635a-4ee5-fdba5251bce5,09713e14-8a54-474e-a48a-64a44426ede0,4ff09f47-abd4-4e63-be37-28a16b2655d9,de25f3b8-40ab-45d6-a04f-7ed918aba42a,Senior Director,198,55.0,33,30,35,2025-11-16T20:33:44.323379,2009-08-13T20:33:44.323381,2025-11-17T20:33:44.323382
0a7e9ad4-5bf7-3e75-c84c-c4c9ce57f261,09713e14-8a54-474e-a48a-64a44426ede0,53b71137-6ccc-4d06-84a9-070c93c51d1d,a8ea0086-4cb5-4477-bc7a-0afb162ce0c4,C-Level,226,76.0,3,15,3,2025-10-23T20:33:44.323397,2007-04-26T20:33:44.323399,2025-11-17T20:33:44.323401
2b59c234-a337-a339-2b40-bdbed9bd6de2,09713e14-8a54-474e-a48a-64a44426ede0,53b71137-6ccc-4d06-84a9-070c93c51d1d,5487391e-c791-4f47-873c-da77a2d5c34f,Individual Contributor,78,74.7,15,19,10,2025-10-19T20:33:44.323411,2019-06-22T20:33:44.323413,2025-11-17T20:33:44.323414
8182ef6c-dc76-05ec-2bf0-8eb6d9556dd2,09713e14-8a54-474e-a48a-64a44426ede0,4ff09f47-abd4-4e63-be37-28a16b2655d9,84fb5517-9214-4d87-a46a-73938f9aba6a,Team Lead,34,47.3,0,4,7,2025-10-21T20:33:44.323425,2023-02-01T20:33:44.323427,2025-11-17T20:33:44.323428
85bdd20b-e609-063a-d2ee-e942223cbe4c,09713e14-8a54-474e-a48a-64a44426ede0,15d21f76-120e-4577-b629-359d0edce5de,d5df822b-1cc3-47fd-a24f-833754706f8a,Manager,179,56.2,33,9,7,2025-11-03T20:33:44.323439,2011-03-06T20:33:44.323441,2025-11-17T20:33:44.323442
530c88cf-8df8-c233-e6d3-6d95a10c6078,09713e14-8a54-474e-a48a-64a44426ede0,b6a04cf0-db05-4de3-9d8f-57c3cec377a2,65fd1f52-1ec3-496c-b631-4edc49ed8b7d,Team Lead,90,92.9,10,10,28,2025-11-15T20:33:44.323453,2018-06-27T20:33:44.323455,2025-11-17T20:33:44.323456
ab3fc8ab-5297-83e6-b442-312b26512c26,09713e14-8a54-474e-a48a-64a44426ede0,53b71137-6ccc-4d06-84a9-070c93c51d1d,2715f076-5281-4d88-ac04-a5844a85884e,Senior Contributor,71,70.9,2,12,19,2025-11-14T20:33:44.323466,2020-01-18T20:33:44.323470,2025-11-17T20:33:44.323471
4cbe08c1-f2c3-0cbe-959c-54933397d0c1,09713e14-8a54-474e-a48a-64a44426ede0,8a4c8988-1213-4987-ad0d-641a679f8f8e,2b2228c5-b45c-4ce7-ba8f-55389fb1c195,VP,222,53.5,1,6,25,2025-11-17T20:33:44.323483,2007-08-24T20:33:44.323484,2025-11-17T20:33:44.323486
b0cdea4d-e98c-cb52-bbef-6f5662747bf5,09713e14-8a54-474e-a48a-64a44426ede0,53b71137-6ccc-4d06-84a9-070c93c51d1d,040fcd68-8b5b-4032-9a40-18d3c29a82bc,Senior Contributor,168,89.8,37,22,33,2025-11-03T20:33:44.323497,2012-01-30T20:33:44.323499,2025-11-17T20:33:44.323500
593968b0-14a9-cbfc-68f4-8a3195dea249,09713e14-8a54-474e-a48a-64a44426ede0,e59bc61e-74fb-47bc-9a58-9e05dfeebe86,9ac5bd39-8531-4907-b187-b41ee2f8f6cf,VP,147,99.5,33,22,16,2025-10-24T20:33:44.323510,2013-10-21T20:33:44.323512,2025-11-17T20:33:44.323513
acfcc7b1-f624-69b4-2d9e-5beb6c48565a,09713e14-8a54-474e-a48a-64a44426ede0,18589206-95c7-4d38-8468-83b1503c4301,ec5601d5-cd80-4376-b7a0-baedb6378ea9,Senior Director,60,79.9,27,21,13,2025-11-14T20:33:44.323525,2020-12-13T20:33:44.323526,2025-11-17T20:33:44.323528
c239fc7d-308c-9708-2b62-79aac3dfc61c,09713e14-8a54-474e-a48a-64a44426ede0,18589206-95c7-4d38-8468-83b1503c4301,7d0df88a-24fa-467d-b94d-f443ebcca406,Manager,26,80.5,45,19,11,2025-10-29T20:33:44.323540,2023-09-29T20:33:44.323542,2025-11-17T20:33:44.323544
903b20ad-56e0-f1d3-b7c1-2483bb7ecde3,09713e14-8a54-474e-a48a-64a44426ede0,8a4c8988-1213-4987-ad0d-641a679f8f8e,48dbd967-29c8-4060-ad50-0478584a2e70,Team Lead,135,50.7,14,18,19,2025-10-25T20:33:44.323556,2014-10-16T20:33:44.323558,2025-11-17T20:33:44.323559
ae413cc3-4dfd-b3f0-8915-40fedef8742c,09713e14-8a54-474e-a48a-64a44426ede0,53b71137-6ccc-4d06-84a9-070c93c51d1d,26c4ce05-ad75-496a-9e58-32d4fa49305d,C-Level,133,42.2,50,1,3,2025-11-06T20:33:44.323570,2014-12-15T20:33:44.323572,2025-11-17T20:33:44.323573
d4c67aa8-19dc-4fcc-46d2-989f666eede8,09713e14-8a54-474e-a48a-64a44426ede0,e59bc61e-74fb-47bc-9a58-9e05dfeebe86,f7e10e82-e308-4b76-8590-64708bfea8c2,Senior Director,173,66.3,23,26,24,2025-10-27T20:33:44.323584,2011-09-02T20:33:44.323586,2025-11-17T20:33:44.323587
5991bf5c-7fa3-8aa4-c72c-d3a7b89ab790,09713e14-8a54-474e-a48a-64a44426ede0,ec06eb66-29da-4297-a51a-7f9b608c3080,6418cc30-3661-4592-8f12-ff9a87ea956c,C-Level,38,81.8,27,16,33,2025-10-27T20:33:44.323598,2022-10-04T20:33:44.323599,2025-11-17T20:33:44.323601
79a8c356-352b-4a99-6868-c282f559eacc,09713e14-8a54-474e-a48a-64a44426ede0,e59bc61e-74fb-47bc-9a58-9e05dfeebe86,0d5ffc00-aadf-4514-bd17-fa55b57a5f59,Individual Contributor,136,74.7,38,27,38,2025-11-02T20:33:44.323612,2014-09-16T20:33:44.323613,2025-11-17T20:33:44.323615
b65bb25a-6a0b-686b-43ab-3470fee91927,09713e14-8a54-474e-a48a-64a44426ede0,3f718fe3-56f6-4544-8897-c92f947db386,9d365cff-b7b3-4d17-bc42-ad7c4cda7930,Team Lead,44,77.2,17,11,0,2025-10-20T20:33:44.323626,2022-04-07T20:33:44.323627,2025-11-17T20:33:44.323629
8109ecce-0456-3b5a-d166-4844845719b5,09713e14-8a54-474e-a48a-64a44426ede0,15d21f76-120e-4577-b629-359d0edce5de,e15ad402-643f-4f76-af13-50114073d974,Team Lead,78,84.3,40,12,12,2025-11-16T20:33:44.323640,2019-06-22T20:33:44.323641,2025-11-17T20:33:44.323643
3288438e-ea24-1d02-f76f-90ae3e316851,09713e14-8a54-474e-a48a-64a44426ede0,15d21f76-120e-4577-b629-359d0edce5de,4537570b-4386-4de3-ada5-6bbc41a1561f,Director,66,85.0,28,4,8,2025-10-21T20:33:44.323653,2020-06-16T20:33:44.323655,2025-11-17T20:33:44.323656
d6383c9e-ad75-cffa-5ea5-d2715d5ccd4a,09713e14-8a54-474e-a48a-64a44426ede0,3f718fe3-56f6-4544-8897-c92f947db386,bcf98159-80e5-4a10-bab3-aea8d83fea18,Senior Contributor,75,97.0,19,5,34,2025-11-01T20:33:44.323667,2019-09-20T20:33:44.323669,2025-11-17T20:33:44.323670
15cb21cd-6dc2-ef4b-cffd-1f8ad72609c8,09713e14-8a54-474e-a48a-64a44426ede0,18589206-95c7-4d38-8468-83b1503c4301,7f5ebe80-ebad-40d6-9bb7-0f03cc353563,C-Level,203,93.7,5,30,27,2025-11-17T20:33:44.323683,2009-03-16T20:33:44.323685,2025-11-17T20:33:44.323686
3843a911-ec78-34a9-59c6-7d62e844afde,09713e14-8a54-474e-a48a-64a44426ede0,18589206-95c7-4d38-8468-83b1503c4301,3898c0ea-a7ed-4912-be02-741cb267e7b6,Individual Contributor,96,77.5,12,6,0,2025-10-20T20:33:44.323697,2017-12-29T20:33:44.323699,2025-11-17T20:33:44.323700
19dfe8c2-9fcd-c084-ce44-a020868d0731,09713e14-8a54-474e-a48a-64a44426ede0,53b71137-6ccc-4d06-84a9-070c93c51d1d,5b20a193-2051-48b6-a92c-47c13561090c,Senior Director,73,84.1,38,4,32,2025-11-03T20:33:44.323714,2019-11-19T20:33:44.323718,2025-11-17T20:33:44.323719
01911263-2e42-b1aa-9026-d0f87ee694ff,09713e14-8a54-474e-a48a-64a44426ede0,15d21f76-120e-4577-b629-359d0edce5de,df96cded-57f6-4784-9c81-a8f0c1da8a85,Senior Manager,18,61.5,50,24,9,2025-10-20T20:33:44.323730,2024-05-26T20:33:44.323732,2025-11-17T20:33:44.323733
df54c0a7-5ad1-84b9-8558-dd15cc007692,09713e14-8a54-474e-a48a-64a44426ede0,f7ca9f18-c940-49aa-bcfd-252b75ff82ee,70bea5fa-c296-4651-8afe-344682b5027d,Senior Manager,29,94.1,23,25,32,2025-10-19T20:33:44.323744,2023-07-01T20:33:44.323746,2025-11-17T20:33:44.323747
319000d5-2823-ab4d-83cb-ec5ec8daf02f,09713e14-8a54-474e-a48a-64a44426ede0,e59bc61e-74fb-47bc-9a58-9e05dfeebe86,cbc44ad0-ecec-4f90-84d6-656701c9f60a,Director,29,67.6,39,18,35,2025-11-06T20:33:44.323758,2023-07-01T20:33:44.323760,2025-11-17T20:33:44.323761
ae368fc0-1dd8-c71f-10dc-65f098257e1e,09713e14-8a54-474e-a48a-64a44426ede0,f7ca9f18-c940-49aa-bcfd-252b75ff82ee,d81ac8df-a88c-40c7-93db-181125009214,VP,93,49.3,6,24,1,2025-10-31T20:33:44.323772,2018-03-29T20:33:44.323774,2025-11-17T20:33:44.323775
205f0a8d-2666-5e41-38c9-935ae0b24240,09713e14-8a54-474e-a48a-64a44426ede0,8a4c8988-1213-4987-ad0d-641a679f8f8e,cb9019ac-62fa-4e48-97b4-dea3897bfc5d,Senior Manager,67,45.2,10,17,35,2025-11-07T20:33:44.323786,2020-05-17T20:33:44.323787,2025-11-17T20:33:44.323789
85900c14-48d1-c86d-3a9b-78f132eb7d72,09713e14-8a54-474e-a48a-64a44426ede0,15d21f76-120e-4577-b629-359d0edce5de,32d30c77-6a8f-4b19-8bc4-2b13e6c63ba0,C-Level,169,97.0,23,20,20,2025-11-10T20:33:44.323799,2011-12-31T20:33:44.323801,2025-11-17T20:33:44.323802
d98a416a-5927-76e5-fd49-64c3f08fb89e,09713e14-8a54-474e-a48a-64a44426ede0,8a4c8988-1213-4987-ad0d-641a679f8f8e,cc018ecb-d785-43c2-a435-b547a019af8c,Senior Manager,144,60.8,17,11,10,2025-11-11T20:33:44.323813,2014-01-19T20:33:44.323815,2025-11-17T20:33:44.323816
4d473b40-a606-3afd-fe7e-f68d7552d425,09713e14-8a54-474e-a48a-64a44426ede0,f7ca9f18-c940-49aa-bcfd-252b75ff82ee,3e7e326a-733b-4079-b3f5-a4123d769304,Team Lead,124,46.6,26,27,7,2025-11-15T20:33:44.323829,2015-09-11T20:33:44.323831,2025-11-17T20:33:44.323832
d8022b86-adad-73b2-57d5-5460d7932115,09713e14-8a54-474e-a48a-64a44426ede0,b6a04cf0-db05-4de3-9d8f-57c3cec377a2,4eec95be-a4f8-4e31-a4d5-fe43855327d3,Director,18,60.8,45,14,36,2025-10-25T20:33:44.323843,2024-05-26T20:33:44.323845,2025-11-17T20:33:44.323846
1bd85473-62da-f8e5-c29e-7bca1a19a81f,09713e14-8a54-474e-a48a-64a44426ede0,18589206-95c7-4d38-8468-83b1503c4301,eff9534b-64dd-4f05-a853-5e227b5f87db,Manager,34,87.3,6,7,9,2025-11-08T20:33:44.323857,2023-02-01T20:33:44.323858,2025-11-17T20:33:44.323860
9af1761d-51ea-27b7-77f4-836126e66f80,09713e14-8a54-474e-a48a-64a44426ede0,4ff09f47-abd4-4e63-be37-28a16b2655d9,df554546-94f9-43d5-923a-22851309bf60,Team Lead,66,70.5,46,17,38,2025-10-25T20:33:44.323870,2020-06-16T20:33:44.323872,2025-11-17T20:33:44.323873
72619b48-4377-4917-df41-61fad7f3ca42,09713e14-8a54-474e-a48a-64a44426ede0,3f718fe3-56f6-4544-8897-c92f947db386,1cfb4ceb-d747-4d3d-bc86-cb1ecfb109e2,Senior Contributor,60,76.9,26,10,17,2025-11-06T20:33:44.323884,2020-12-13T20:33:44.323885,2025-11-17T20:33:44.323887
e3705ed7-a637-63e1-9eef-166704319342,09713e14-8a54-474e-a48a-64a44426ede0,ec06eb66-29da-4297-a51a-7f9b608c3080,d55787d7-2fe0-4328-a4b2-01622cf762ef,Manager,199,61.0,24,3,39,2025-11-02T20:33:44.323898,2009-07-14T20:33:44.323899,2025-11-17T20:33:44.323901
186a0cb7-375c-11d9-d4e8-4195cb8e7909,09713e14-8a54-474e-a48a-64a44426ede0,3f718fe3-56f6-4544-8897-c92f947db386,3cc66276-2936-42a5-9aaf-6d92296f18f6,Senior Director,92,88.5,16,2,30,2025-10-19T20:33:44.323912,2018-04-28T20:33:44.323913,2025-11-17T20:33:44.323915
3482af45-c62f-fd84-4105-0723eb8c1f94,09713e14-8a54-474e-a48a-64a44426ede0,ec06eb66-29da-4297-a51a-7f9b608c3080,f4f7d18d-f313-4c8f-bbef-ddc400204a24,Director,106,68.0,0,15,28,2025-10-18T20:33:44.323926,2017-03-04T20:33:44.323927,2025-11-17T20:33:44.323929
846ee25d-53d7-0b5f-b0b2-22463e7fd423,09713e14-8a54-474e-a48a-64a44426ede0,8a4c8988-1213-4987-ad0d-641a679f8f8e,4be1c5c0-e789-4add-98f0-d3d4d05eb2ba,Senior Contributor,45,50.3,3,6,8,2025-11-06T20:33:44.323939,2022-03-08T20:33:44.323941,2025-11-17T20:33:44.323942
acb2a10b-50e0-14ad-c890-03e589e5cfd7,09713e14-8a54-474e-a48a-64a44426ede0,f7ca9f18-c940-49aa-bcfd-252b75ff82ee,933b1a3b-a55a-44bf-93fa-bf0585d0f577,Senior Director,106,51.7,1,5,5,2025-11-04T20:33:44.323953,2017-03-04T20:33:44.323958,2025-11-17T20:33:44.323959
f4b1fbd8-e52a-9ff7-abdd-dfdbef10bfed,09713e14-8a54-474e-a48a-64a44426ede0,8a4c8988-1213-4987-ad0d-641a679f8f8e,da68197a-316b-4453-8f02-a666bd889b69,VP,119,41.7,4,28,9,2025-10-20T20:33:44.323972,2016-02-08T20:33:44.323974,2025-11-17T20:33:44.323975
e4adea87-e265-4b31-3e85-ab6b7764e56a,09713e14-8a54-474e-a48a-64a44426ede0,ec06eb66-29da-4297-a51a-7f9b608c3080,e9a300f9-bc44-4650-86f3-aeea5ea45e84,VP,66,46.6,30,6,35,2025-11-13T20:33:44.323988,2020-06-16T20:33:44.323990,2025-11-17T20:33:44.323991
073af11b-ff1b-b0d8-5a58-406511bc5100,09713e14-8a54-474e-a48a-64a44426ede0,3f718fe3-56f6-4544-8897-c92f947db386,dd9ee6ef-a84b-415c-8dba-dab7505b5413,VP,37,45.8,1,25,10,2025-10-28T20:33:44.324002,2022-11-03T20:33:44.324004,2025-11-17T20:33:44.324005
7173bd4e-2350-8fb9-90ed-4efc6619453e,09713e14-8a54-474e-a48a-64a44426ede0,53b71137-6ccc-4d06-84a9-070c93c51d1d,8312975f-426c-43fd-8768-bfb29ddc73e6,Director,20,45.3,13,4,27,2025-10-30T20:33:44.324019,2024-03-27T20:33:44.324021,2025-11-17T20:33:44.324022
7ab799fa-e45f-5881-d208-dc8a8403f31b,09713e14-8a54-474e-a48a-64a44426ede0,e59bc61e-74fb-47bc-9a58-9e05dfeebe86,f8343b5e-ec66-40eb-a3fe-1e4ba158db02,VP,23,95.3,12,25,26,2025-11-10T20:33:44.324033,2023-12-28T20:33:44.324035,2025-11-17T20:33:44.324036
a34e471e-38d5-2731-370a-c26f47ee8353,09713e14-8a54-474e-a48a-64a44426ede0,53b71137-6ccc-4d06-84a9-070c93c51d1d,ac362b84-d11c-48be-bbc1-40eb8c593aa6,Team Lead,60,68.9,19,5,3,2025-10-31T20:33:44.324047,2020-12-13T20:33:44.324049,2025-11-17T20:33:44.324050
20071cd9-d2ad-1cf8-40ef-ebe682a1fd24,09713e14-8a54-474e-a48a-64a44426ede0,ec06eb66-29da-4297-a51a-7f9b608c3080,477c538b-95c7-4250-8fa7-729d5bd05d0b,Team Lead,17,46.1,7,29,9,2025-10-27T20:33:44.324061,2024-06-25T20:33:44.324062,2025-11-17T20:33:44.324064
be831f65-795f-42ef-9fa0-4da72d8829e5,09713e14-8a54-474e-a48a-64a44426ede0,18589206-95c7-4d38-8468-83b1503c4301,d66272fd-9b4e-41c9-b766-2c6b902883fc,Senior Contributor,144,64.3,18,8,29,2025-10-29T20:33:44.324075,2014-01-19T20:33:44.324076,2025-11-17T20:33:44.324078
37d7b1bb-6f8e-18b8-54e7-38987bd31096,09713e14-8a54-474e-a48a-64a44426ede0,ec06eb66-29da-4297-a51a-7f9b608c3080,d1c3a021-c940-4bea-ac31-c34abe3eb28e,C-Level,156,49.4,34,19,15,2025-11-13T20:33:44.324088,2013-01-24T20:33:44.324090,2025-11-17T20:33:44.324091
91f5c5b5-adc7-ecf5-0057-4681a6a2f52a,09713e14-8a54-474e-a48a-64a44426ede0,3f718fe3-56f6-4544-8897-c92f947db386,6e5ee6bf-d63f-44d6-ba6c-6b5dca15e02d,VP,102,98.6,16,26,34,2025-10-26T20:33:44.324102,2017-07-02T20:33:44.324104,2025-11-17T20:33:44.324105
44d69e0d-5315-2ec1-713c-4c3e5c0ce5c4,09713e14-8a54-474e-a48a-64a44426ede0,18589206-95c7-4d38-8468-83b1503c4301,ee3ee5ef-4ae0-40ba-abe0-a31270cad937,VP,112,83.3,7,11,9,2025-10-23T20:33:44.324132,2016-09-05T20:33:44.324134,2025-11-17T20:33:44.324136
7dd98f80-776f-81d1-30af-953951d6496d,09713e14-8a54-474e-a48a-64a44426ede0,e59bc61e-74fb-47bc-9a58-9e05dfeebe86,7147647c-fe90-4cfd-b698-68c77f8ad2c3,Senior Contributor,133,99.2,29,11,19,2025-10-27T20:33:44.324147,2014-12-15T20:33:44.324149,2025-11-17T20:33:44.324150
70a977f1-093a-bb14-486d-8ce5698c160f,09713e14-8a54-474e-a48a-64a44426ede0,f7ca9f18-c940-49aa-bcfd-252b75ff82ee,c0dab3c7-57de-497d-a9a7-4c0b41cba1f2,C-Level,201,41.5,24,2,30,2025-11-08T20:33:44.324161,2009-05-15T20:33:44.324163,2025-11-17T20:33:44.324165
22e888ec-f12c-68ae-bd19-ea1399dbc538,09713e14-8a54-474e-a48a-64a44426ede0,53b71137-6ccc-4d06-84a9-070c93c51d1d,dd4ae741-592c-4d85-bae6-0c6b2b6eefc6,Manager,42,84.2,50,13,39,2025-11-08T20:33:44.324176,2022-06-06T20:33:44.324178,2025-11-17T20:33:44.324179
788c4e96-72eb-3bd5-cf9f-3c3252e2732b,09713e14-8a54-474e-a48a-64a44426ede0,53b71137-6ccc-4d06-84a9-070c93c51d1d,714441b9-065e-4a8e-bc04-516fe7b7eb45,Manager,25,94.4,17,19,39,2025-11-01T20:33:44.324190,2023-10-29T20:33:44.324192,2025-11-17T20:33:44.324193
64f54445-363f-60b5-f134-00153d2bd244,09713e14-8a54-474e-a48a-64a44426ede0,15d21f76-120e-4577-b629-359d0edce5de,06614ccb-8f54-48bf-9865-b051f1a7218d,Senior Manager,61,67.8,22,11,15,2025-10-22T20:33:44.324204,2020-11-13T20:33:44.324206,2025-11-17T20:33:44.324207
97d5dfa2-326f-cb8b-f1cb-69849cb054f3,09713e14-8a54-474e-a48a-64a44426ede0,ec06eb66-29da-4297-a51a-7f9b608c3080,9a660e37-1a49-4d37-a5cf-4c052732fb48,Director,52,58.8,0,27,21,2025-10-30T20:33:44.324218,2021-08-10T20:33:44.324220,2025-11-17T20:33:44.324224
31d49062-d513-d837-3a0a-2d2f1cfbee89,09713e14-8a54-474e-a48a-64a44426ede0,4ff09f47-abd4-4e63-be37-28a16b2655d9,9db1870f-5038-4d86-a726-65de4273f132,C-Level,35,99.4,47,4,20,2025-11-14T20:33:44.324235,2023-01-02T20:33:44.324237,2025-11-17T20:33:44.324238
2351c4d3-f1b6-8b6d-aca2-86f6586fca1a,09713e14-8a54-474e-a48a-64a44426ede0,ec06eb66-29da-4297-a51a-7f9b608c3080,392fe5c3-5667-469d-85d9-f3556e1508d4,Senior Contributor,169,92.0,45,20,1,2025-11-04T20:33:44.324249,2011-12-31T20:33:44.324251,2025-11-17T20:33:44.324252
79fb76be-f1c8-33d9-1448-ae6ae2c75c88,09713e14-8a54-474e-a48a-64a44426ede0,f7ca9f18-c940-49aa-bcfd-252b75ff82ee,3a1b7885-d79e-446a-b862-c36fb2a2b227,Manager,206,46.2,40,5,38,2025-11-13T20:33:44.324264,2008-12-16T20:33:44.324265,2025-11-17T20:33:44.324267
31292cb0-23ce-6550-0d9f-f98d22cf0609,09713e14-8a54-474e-a48a-64a44426ede0,f7ca9f18-c940-49aa-bcfd-252b75ff82ee,3d7db28f-33c7-4e30-8a3f-6334b1e16438,Manager,55,55.3,5,6,21,2025-10-29T20:33:44.324282,2021-05-12T20:33:44.324283,2025-11-17T20:33:44.324285
