id,organizationId,name,description,dimension,priority,adoptionRate,behaviorCount,createdAt,updatedAt
36851651-fb80-4fa6-86f0-f332b98ca112,c37805f3-0cfa-4cf7-9328-d9b9514cfa0e,Innovation,Foster innovation across the organization,Organizational,3,82.4,222,2025-03-19T20:33:44.559800,2025-11-17T20:33:44.559802
8e5bee64-670f-4491-b8a0-f41dfbe1e7e2,bcf20639-4502-44da-9159-c857efba54c0,Integrity,Build integrity across the organization,Team,2,77.7,357,2025-05-17T20:33:44.571884,2025-11-17T20:33:44.571888
eb8806df-f0fe-4f90-ab38-188f78369086,bcf20639-4502-44da-9159-c857efba54c0,Excellence,Demonstrate excellence across the organization,Team,5,82.7,361,2025-01-07T20:33:44.571909,2025-11-17T20:33:44.571913
0c979b7c-530f-42f5-8ff3-4483a41b09f2,bcf20639-4502-44da-9159-c857efba54c0,Customer Focus,Create customer focus across the organization,Team,1,72.4,157,2025-07-07T20:33:44.571922,2025-11-17T20:33:44.571924
993b8028-b9bf-49d1-94c6-3256c6ff32ba,bcf20639-4502-44da-9159-c857efba54c0,Collaboration,Create collaboration across the organization,Team,2,69.2,393,2025-04-07T20:33:44.571932,2025-11-17T20:33:44.571934
2c607b01-2057-4ff1-8420-19225c557d57,bcf20639-4502-44da-9159-c857efba54c0,Sustainability,Champion sustainability across the organization,Team,3,70.9,70,2025-01-30T20:33:44.571941,2025-11-17T20:33:44.571943
82a6bf67-ecbf-45ae-9e54-7053ece53939,bcf20639-4502-44da-9159-c857efba54c0,Transparency,Build transparency across the organization,Individual,4,81.2,485,2025-04-30T20:33:44.571965,2025-11-17T20:33:44.571967
c723b758-9201-4c23-9904-fe6f984679e8,bcf20639-4502-44da-9159-c857efba54c0,Empowerment,Champion empowerment across the organization,Organizational,1,55.9,99,2025-07-30T20:33:44.571983,2025-11-17T20:33:44.571985
df15d62f-e47a-45c1-9a2f-b4b496d2a126,921471e5-440b-43b6-b0a8-66de633bd0f2,Excellence,Enable excellence across the organization,Organizational,4,76.5,253,2025-03-25T20:33:44.591756,2025-11-17T20:33:44.591758
284d2746-8c39-423c-a3d4-a3a38b57f3bf,921471e5-440b-43b6-b0a8-66de633bd0f2,Empowerment,Create empowerment across the organization,Team,2,74.8,340,2024-12-16T20:33:44.591767,2025-11-17T20:33:44.591770
c9b30c04-6939-45e1-805d-9517a447384b,921471e5-440b-43b6-b0a8-66de633bd0f2,Innovation,Champion innovation across the organization,Team,1,70.5,131,2024-11-20T20:33:44.591778,2025-11-17T20:33:44.591780
76510499-9556-4dad-9ef1-5b03dc4f5bcd,921471e5-440b-43b6-b0a8-66de633bd0f2,Respect,Pursue respect across the organization,Organizational,4,50.8,139,2025-03-19T20:33:44.591788,2025-11-17T20:33:44.591790
bb254202-9d7a-4b66-b8bc-b3b32276fd49,921471e5-440b-43b6-b0a8-66de633bd0f2,Agility,Demonstrate agility across the organization,Team,5,94.8,475,2025-04-29T20:33:44.591798,2025-11-17T20:33:44.591800
b5797ea2-e7f5-4033-b644-d64a8c116d2f,921471e5-440b-43b6-b0a8-66de633bd0f2,Diversity,Enable diversity across the organization,Organizational,4,45.8,427,2024-12-01T20:33:44.591813,2025-11-17T20:33:44.591815
a3696c03-b8d3-4f6c-b7af-64e171323ce8,921471e5-440b-43b6-b0a8-66de633bd0f2,Sustainability,Build sustainability across the organization,Organizational,3,83.5,333,2025-05-09T20:33:44.591823,2025-11-17T20:33:44.591825
b91c5de4-025a-4a3d-82e6-922ceb9103d4,921471e5-440b-43b6-b0a8-66de633bd0f2,Transparency,Embrace transparency across the organization,Individual,1,40.5,310,2024-12-27T20:33:44.591833,2025-11-17T20:33:44.591835
613a5802-e238-46f8-8549-4d4c19cee0ce,df2b6147-118d-4f62-b719-a077a69bf8bc,Empowerment,Demonstrate empowerment across the organization,Team,2,59.0,33,2025-08-01T20:33:44.630741,2025-11-17T20:33:44.630743
b62a38ed-853d-4e8a-9f0e-82bdda483e03,df2b6147-118d-4f62-b719-a077a69bf8bc,Excellence,Champion excellence across the organization,Team,2,59.2,179,2024-11-25T20:33:44.630752,2025-11-17T20:33:44.630754
6f48f3c0-e17d-4bf0-9440-183f25977377,df2b6147-118d-4f62-b719-a077a69bf8bc,Respect,Drive respect across the organization,Individual,5,41.8,394,2025-07-06T20:33:44.630765,2025-11-17T20:33:44.630767
a30b9842-902d-4c1c-935b-715fbbb77e9e,df2b6147-118d-4f62-b719-a077a69bf8bc,Accountability,Build accountability across the organization,Organizational,2,94.8,139,2024-11-27T20:33:44.630774,2025-11-17T20:33:44.630776
07374987-ab38-4fd2-8be3-460603ec71d4,df2b6147-118d-4f62-b719-a077a69bf8bc,Innovation,Drive innovation across the organization,Organizational,4,82.0,422,2025-01-29T20:33:44.630784,2025-11-17T20:33:44.630786
066bdd32-d056-427e-8745-f2a4be1ac555,df2b6147-118d-4f62-b719-a077a69bf8bc,Diversity,Demonstrate diversity across the organization,Team,2,44.7,34,2025-04-12T20:33:44.630798,2025-11-17T20:33:44.630800
73ddc5f9-b883-446b-a593-e5c2b990a58c,df2b6147-118d-4f62-b719-a077a69bf8bc,Collaboration,Drive collaboration across the organization,Team,3,45.2,496,2025-01-25T20:33:44.630812,2025-11-17T20:33:44.630814
66c17da6-4119-49f0-9082-a121e7f4a67c,df2b6147-118d-4f62-b719-a077a69bf8bc,Customer Focus,Cultivate customer focus across the organization,Individual,3,54.5,82,2025-07-06T20:33:44.630822,2025-11-17T20:33:44.630824
5b760c5b-0fe1-40f5-beda-82467f782624,df2b6147-118d-4f62-b719-a077a69bf8bc,Agility,Demonstrate agility across the organization,Individual,4,48.2,66,2025-03-18T20:33:44.630832,2025-11-17T20:33:44.630834
0c115ee2-f1b1-4911-8c0c-7878d64d2494,a1fd2ec2-6c83-478c-97a5-d9140fce1b05,Innovation,Drive innovation across the organization,Individual,5,85.0,124,2025-07-10T20:33:44.662396,2025-11-17T20:33:44.662399
4cc8070f-bd85-44a0-a12c-b227b5070186,a1fd2ec2-6c83-478c-97a5-d9140fce1b05,Empowerment,Build empowerment across the organization,Individual,1,62.7,56,2025-08-06T20:33:44.662408,2025-11-17T20:33:44.662410
795f7cf6-ddee-4f70-9b36-5cd10c4b870c,a1fd2ec2-6c83-478c-97a5-d9140fce1b05,Transparency,Pursue transparency across the organization,Organizational,1,79.3,234,2025-07-27T20:33:44.662417,2025-11-17T20:33:44.662419
09e8c368-c206-450a-bf84-232773d1b80b,a1fd2ec2-6c83-478c-97a5-d9140fce1b05,Respect,Foster respect across the organization,Team,5,85.7,472,2025-05-09T20:33:44.662427,2025-11-17T20:33:44.662428
80963ee6-6f28-48ae-b93c-6ab3f2de673c,a1fd2ec2-6c83-478c-97a5-d9140fce1b05,Diversity,Enable diversity across the organization,Organizational,5,57.0,107,2025-03-24T20:33:44.662435,2025-11-17T20:33:44.662437
82bc7efd-f790-42aa-9128-a5ee2a413e22,a1fd2ec2-6c83-478c-97a5-d9140fce1b05,Agility,Cultivate agility across the organization,Organizational,2,45.5,350,2024-11-25T20:33:44.662450,2025-11-17T20:33:44.662452
42585931-62e6-4b24-8867-a2429d595e02,e0d4c03d-9843-429e-a685-8efbd726dab3,Integrity,Enable integrity across the organization,Organizational,2,79.3,76,2025-06-12T20:33:44.676556,2025-11-17T20:33:44.676559
4cceefc8-c86c-4a71-9dea-e93584c109ad,e0d4c03d-9843-429e-a685-8efbd726dab3,Accountability,Champion accountability across the organization,Team,2,51.5,225,2025-04-24T20:33:44.676568,2025-11-17T20:33:44.676570
f9dfbeab-04b9-4420-942f-ac299e961b15,e0d4c03d-9843-429e-a685-8efbd726dab3,Respect,Demonstrate respect across the organization,Organizational,4,44.3,362,2024-12-22T20:33:44.676579,2025-11-17T20:33:44.676581
f0cbc9f6-f50a-4749-9cc3-d4a362eccbad,e0d4c03d-9843-429e-a685-8efbd726dab3,Sustainability,Foster sustainability across the organization,Individual,4,54.6,236,2025-08-04T20:33:44.676589,2025-11-17T20:33:44.676591
0a447b46-5563-42cb-b12a-192556412894,e0d4c03d-9843-429e-a685-8efbd726dab3,Transparency,Pursue transparency across the organization,Team,5,47.2,415,2025-04-22T20:33:44.676600,2025-11-17T20:33:44.676602
5eea8fe6-51da-47cd-bfad-6827b4e71dd8,e0d4c03d-9843-429e-a685-8efbd726dab3,Empowerment,Cultivate empowerment across the organization,Team,4,82.7,376,2025-06-17T20:33:44.676616,2025-11-17T20:33:44.676618
2884eea0-b4a3-40fe-b239-d43ce06764a1,e0d4c03d-9843-429e-a685-8efbd726dab3,Agility,Champion agility across the organization,Individual,5,75.7,379,2025-02-05T20:33:44.676626,2025-11-17T20:33:44.676628
d63036d7-bd03-418b-b36f-5128bf0e8d92,e0d4c03d-9843-429e-a685-8efbd726dab3,Excellence,Drive excellence across the organization,Team,2,66.0,167,2024-12-23T20:33:44.676636,2025-11-17T20:33:44.676638
d730a24b-991b-4ab8-aab7-d6d7ce73f026,e0d4c03d-9843-429e-a685-8efbd726dab3,Innovation,Drive innovation across the organization,Organizational,5,69.6,103,2025-06-11T20:33:44.676646,2025-11-17T20:33:44.676648
14305141-c3c7-4e96-b839-54d4378db808,e0d4c03d-9843-429e-a685-8efbd726dab3,Diversity,Build diversity across the organization,Individual,5,89.8,113,2025-06-05T20:33:44.676656,2025-11-17T20:33:44.676658
3ce0eeb3-a824-47ac-8e47-c2a9064c7721,ac722a25-e4f0-4609-b4dd-14a13dfead9f,Agility,Enable agility across the organization,Organizational,4,74.6,136,2025-06-14T20:33:44.696383,2025-11-17T20:33:44.696386
5145afc7-20ca-4c38-a6cb-1c3e2de55eb6,ac722a25-e4f0-4609-b4dd-14a13dfead9f,Customer Focus,Champion customer focus across the organization,Individual,5,62.8,105,2025-05-19T20:33:44.696394,2025-11-17T20:33:44.696396
63b5a544-8cd8-4af6-898a-49e4165731b2,ac722a25-e4f0-4609-b4dd-14a13dfead9f,Excellence,Embrace excellence across the organization,Team,1,86.0,66,2025-03-16T20:33:44.696403,2025-11-17T20:33:44.696405
89d27724-f240-4547-84bd-4a418308269b,ac722a25-e4f0-4609-b4dd-14a13dfead9f,Respect,Create respect across the organization,Organizational,3,70.3,26,2025-08-13T20:33:44.696413,2025-11-17T20:33:44.696414
cd5c032b-4850-4129-a633-7f96f9b09dd5,ac722a25-e4f0-4609-b4dd-14a13dfead9f,Collaboration,Drive collaboration across the organization,Individual,3,70.5,137,2025-02-24T20:33:44.696421,2025-11-17T20:33:44.696424
f5ace3d4-b9a2-431a-949d-68800422575a,ac722a25-e4f0-4609-b4dd-14a13dfead9f,Transparency,Build transparency across the organization,Organizational,5,52.4,304,2025-04-29T20:33:44.696439,2025-11-17T20:33:44.696441
25c24d01-75a6-48de-b66e-b77374bf1dc3,ac722a25-e4f0-4609-b4dd-14a13dfead9f,Accountability,Pursue accountability across the organization,Team,2,90.8,371,2025-03-23T20:33:44.696448,2025-11-17T20:33:44.696450
a334e0e9-b015-4185-ab0f-95ff637a8a7d,ac722a25-e4f0-4609-b4dd-14a13dfead9f,Empowerment,Foster empowerment across the organization,Individual,1,43.5,329,2024-11-26T20:33:44.696456,2025-11-17T20:33:44.696458
803dae35-eec9-4fda-8728-f2db19bd3fef,34e4bbed-be9a-4e32-a676-9d1883ce1bbe,Accountability,Enable accountability across the organization,Organizational,3,54.4,384,2025-06-16T20:33:44.709901,2025-11-17T20:33:44.709903
0085bd19-21ed-415e-8480-2bfaa42cf97d,34e4bbed-be9a-4e32-a676-9d1883ce1bbe,Collaboration,Build collaboration across the organization,Team,2,53.7,247,2025-08-16T20:33:44.709912,2025-11-17T20:33:44.709914
792a3a7a-b077-4e2b-9adc-5cdcdd7ecd16,34e4bbed-be9a-4e32-a676-9d1883ce1bbe,Empowerment,Build empowerment across the organization,Individual,5,81.0,412,2025-07-03T20:33:44.709922,2025-11-17T20:33:44.709924
aacc7a44-692c-4a9d-a21c-093b02dfdfb8,34e4bbed-be9a-4e32-a676-9d1883ce1bbe,Excellence,Cultivate excellence across the organization,Organizational,2,43.0,285,2025-04-23T20:33:44.709933,2025-11-17T20:33:44.709934
98d87d80-3a9e-420b-912a-6b1d344bacdd,34e4bbed-be9a-4e32-a676-9d1883ce1bbe,Integrity,Enable integrity across the organization,Team,1,52.1,57,2024-11-18T20:33:44.709942,2025-11-17T20:33:44.709944
1e778853-fb20-402a-bc29-6c8ec452b18b,34e4bbed-be9a-4e32-a676-9d1883ce1bbe,Transparency,Demonstrate transparency across the organization,Individual,2,48.9,183,2025-03-27T20:33:44.709955,2025-11-17T20:33:44.709957
268355f2-1e1c-452d-aa56-aaa500a56367,34e4bbed-be9a-4e32-a676-9d1883ce1bbe,Agility,Build agility across the organization,Organizational,3,59.7,494,2025-03-01T20:33:44.709965,2025-11-17T20:33:44.709967
f2bbc627-f772-4d8a-88c2-f4b268a184c6,b2507ebb-d326-47be-be1e-9a09a01657fa,Accountability,Enable accountability across the organization,Individual,3,85.2,438,2025-02-03T20:33:44.738133,2025-11-17T20:33:44.738138
cf2b69c9-b62a-46d5-96f0-04d0b1fac336,b2507ebb-d326-47be-be1e-9a09a01657fa,Diversity,Foster diversity across the organization,Individual,4,76.3,97,2025-07-14T20:33:44.738154,2025-11-17T20:33:44.738156
3e6d91a9-0ca2-4995-8b5b-bd894e4313fd,b2507ebb-d326-47be-be1e-9a09a01657fa,Transparency,Create transparency across the organization,Individual,1,59.4,11,2025-03-27T20:33:44.738164,2025-11-17T20:33:44.738166
79a33624-9954-4080-81ed-6b57358a363a,b2507ebb-d326-47be-be1e-9a09a01657fa,Excellence,Build excellence across the organization,Organizational,5,45.9,307,2025-03-03T20:33:44.738174,2025-11-17T20:33:44.738176
0f8f5a48-b61a-43c4-9104-e858eb837904,b2507ebb-d326-47be-be1e-9a09a01657fa,Sustainability,Enable sustainability across the organization,Individual,1,42.8,49,2025-06-04T20:33:44.738184,2025-11-17T20:33:44.738186
34a0bf28-e994-4f31-8d96-872ec75d983b,b2507ebb-d326-47be-be1e-9a09a01657fa,Respect,Pursue respect across the organization,Team,2,57.8,274,2025-04-12T20:33:44.738198,2025-11-17T20:33:44.738199
fb73ead6-74aa-4232-8ae9-864214d9bb89,b2507ebb-d326-47be-be1e-9a09a01657fa,Innovation,Create innovation across the organization,Individual,4,63.4,370,2025-01-22T20:33:44.738207,2025-11-17T20:33:44.738209
0055a14a-c3e1-4291-a35f-5681b55efc7f,7dee464b-5344-4ca6-a355-8ed45977834d,Agility,Cultivate agility across the organization,Organizational,3,90.5,306,2025-07-19T20:33:44.755208,2025-11-17T20:33:44.755211
6f2ece66-7010-47e2-a8e0-530430b3aa8f,7dee464b-5344-4ca6-a355-8ed45977834d,Collaboration,Foster collaboration across the organization,Individual,1,67.1,18,2025-04-30T20:33:44.755220,2025-11-17T20:33:44.755222
c60b4471-12ba-4f14-a496-04b285096919,7dee464b-5344-4ca6-a355-8ed45977834d,Empowerment,Create empowerment across the organization,Organizational,3,50.1,375,2024-12-19T20:33:44.755234,2025-11-17T20:33:44.755236
c488c12e-a2b3-4087-af1b-061cdccfdc8b,7dee464b-5344-4ca6-a355-8ed45977834d,Diversity,Cultivate diversity across the organization,Team,2,65.6,436,2024-11-19T20:33:44.755244,2025-11-17T20:33:44.755246
6c42fe08-5a51-4c3c-a59c-5cb8fd9d89b6,7dee464b-5344-4ca6-a355-8ed45977834d,Customer Focus,Drive customer focus across the organization,Team,1,64.3,440,2024-11-18T20:33:44.755253,2025-11-17T20:33:44.755255
8fe16094-48b3-41cb-bdf4-c9c6897b4649,7dee464b-5344-4ca6-a355-8ed45977834d,Respect,Demonstrate respect across the organization,Team,4,41.4,295,2025-04-07T20:33:44.755266,2025-11-17T20:33:44.755268
d97d0c1c-3c6b-4a1b-b818-3acb276c5be3,7dee464b-5344-4ca6-a355-8ed45977834d,Sustainability,Drive sustainability across the organization,Team,2,71.2,472,2025-05-26T20:33:44.755276,2025-11-17T20:33:44.755278
7ca2e032-9509-4f5f-91e2-ee01e369f08b,7dee464b-5344-4ca6-a355-8ed45977834d,Integrity,Embrace integrity across the organization,Organizational,5,53.8,360,2025-05-20T20:33:44.755286,2025-11-17T20:33:44.755288
5b5ecb04-b859-4bca-a147-24b7e67a023a,7dee464b-5344-4ca6-a355-8ed45977834d,Accountability,Foster accountability across the organization,Team,5,93.6,87,2025-07-16T20:33:44.755296,2025-11-17T20:33:44.755297
0282b1ad-d50b-4338-8d37-c61f1595970a,7dee464b-5344-4ca6-a355-8ed45977834d,Innovation,Enable innovation across the organization,Organizational,3,49.0,312,2025-06-28T20:33:44.755306,2025-11-17T20:33:44.755307
091e8444-88f1-4d66-8f7e-473a85e2d41e,606e1379-5df9-496e-b973-4d51acfa5de8,Collaboration,Cultivate collaboration across the organization,Individual,3,83.7,272,2025-08-03T20:33:44.776235,2025-11-17T20:33:44.776238
4fc49141-7313-47e8-baa9-fdcbec9ecca5,606e1379-5df9-496e-b973-4d51acfa5de8,Respect,Create respect across the organization,Individual,1,86.4,136,2024-12-28T20:33:44.776245,2025-11-17T20:33:44.776249
396e299f-191d-4c5b-8a4b-217e166b2d0e,606e1379-5df9-496e-b973-4d51acfa5de8,Empowerment,Champion empowerment across the organization,Individual,1,61.1,22,2025-07-21T20:33:44.776256,2025-11-17T20:33:44.776258
3643c5f6-adec-4785-a5bd-a20fb6f18b92,606e1379-5df9-496e-b973-4d51acfa5de8,Customer Focus,Demonstrate customer focus across the organization,Team,4,84.9,213,2024-11-20T20:33:44.776264,2025-11-17T20:33:44.776266
96ae4aa9-78b7-433f-b3de-04050d3483d5,606e1379-5df9-496e-b973-4d51acfa5de8,Sustainability,Enable sustainability across the organization,Team,4,89.6,258,2025-05-11T20:33:44.776273,2025-11-17T20:33:44.776275
b725c974-94a1-4dd4-87f9-2e4671b09510,606e1379-5df9-496e-b973-4d51acfa5de8,Innovation,Create innovation across the organization,Team,1,55.0,476,2025-04-23T20:33:44.776284,2025-11-17T20:33:44.776285
2934fd55-b6d6-4682-855f-00ef0d74625d,6c1f1815-ec02-43eb-91bf-a44446b6aa14,Collaboration,Create collaboration across the organization,Organizational,2,56.7,163,2025-07-27T20:33:44.795166,2025-11-17T20:33:44.795168
fa301f04-7518-43b8-b721-2609d5619b0a,6c1f1815-ec02-43eb-91bf-a44446b6aa14,Respect,Demonstrate respect across the organization,Organizational,3,80.8,77,2025-05-14T20:33:44.795176,2025-11-17T20:33:44.795178
263b65e8-e726-470b-ac13-65bab73d5f38,6c1f1815-ec02-43eb-91bf-a44446b6aa14,Diversity,Foster diversity across the organization,Individual,2,47.0,304,2024-12-29T20:33:44.795185,2025-11-17T20:33:44.795187
b91cd98b-a4e2-40ba-bea3-fde1d80fefc3,6c1f1815-ec02-43eb-91bf-a44446b6aa14,Sustainability,Build sustainability across the organization,Organizational,4,50.5,429,2025-02-06T20:33:44.795194,2025-11-17T20:33:44.795196
e1f03062-6e88-4e29-b785-4aefe7687bdc,6c1f1815-ec02-43eb-91bf-a44446b6aa14,Integrity,Demonstrate integrity across the organization,Individual,5,60.2,432,2025-05-27T20:33:44.795202,2025-11-17T20:33:44.795204
1ef90754-8c4a-43b0-bef1-5533c2ca7217,6c1f1815-ec02-43eb-91bf-a44446b6aa14,Accountability,Pursue accountability across the organization,Team,4,94.1,194,2024-11-25T20:33:44.795213,2025-11-17T20:33:44.795215
386cc313-a6b9-45dd-8123-7f96fcd1a9db,387b2a28-4445-46d0-85c5-a4fd58635e66,Transparency,Champion transparency across the organization,Individual,1,60.5,391,2025-01-20T20:33:44.807424,2025-11-17T20:33:44.807427
33e4d740-b4ab-457a-bf73-4fe6f5027c16,387b2a28-4445-46d0-85c5-a4fd58635e66,Sustainability,Enable sustainability across the organization,Organizational,5,58.8,146,2025-04-02T20:33:44.807435,2025-11-17T20:33:44.807436
7202dfe7-7dcb-4cee-ae37-e7f38e2909bf,387b2a28-4445-46d0-85c5-a4fd58635e66,Innovation,Build innovation across the organization,Organizational,5,54.7,292,2025-01-10T20:33:44.807448,2025-11-17T20:33:44.807450
f5e782ad-e642-4c4d-bba3-1baa8eed9bbd,387b2a28-4445-46d0-85c5-a4fd58635e66,Respect,Foster respect across the organization,Organizational,1,56.0,493,2025-06-03T20:33:44.807457,2025-11-17T20:33:44.807459
b8ab42ad-1e8e-4aeb-b02c-297f2f8f70a7,387b2a28-4445-46d0-85c5-a4fd58635e66,Agility,Champion agility across the organization,Organizational,4,65.1,19,2025-03-17T20:33:44.807468,2025-11-17T20:33:44.807470
2250a8a1-c6d2-4b61-a822-b26c5bd9770d,387b2a28-4445-46d0-85c5-a4fd58635e66,Empowerment,Pursue empowerment across the organization,Organizational,3,51.9,329,2024-12-04T20:33:44.807479,2025-11-17T20:33:44.807481
fd5a5653-9456-4f88-932b-5da4294e5ffb,387b2a28-4445-46d0-85c5-a4fd58635e66,Collaboration,Cultivate collaboration across the organization,Team,1,48.5,120,2025-06-28T20:33:44.807488,2025-11-17T20:33:44.807490
bbde1499-f463-478d-981a-ecd069aeba21,387b2a28-4445-46d0-85c5-a4fd58635e66,Excellence,Build excellence across the organization,Individual,3,84.9,342,2025-05-23T20:33:44.807496,2025-11-17T20:33:44.807498
4edc79a2-8a47-474b-890f-b62d62e7ebda,387b2a28-4445-46d0-85c5-a4fd58635e66,Accountability,Drive accountability across the organization,Individual,5,73.6,196,2025-06-14T20:33:44.807504,2025-11-17T20:33:44.807506
9264e26a-814f-449b-a4ee-092f5a74ceac,a6914b19-adbb-465e-ac02-caaa50eedb0f,Sustainability,Foster sustainability across the organization,Team,5,48.8,336,2025-05-22T20:33:44.835441,2025-11-17T20:33:44.835444
e7098f9d-a852-4123-bb39-1425ad4791cf,a6914b19-adbb-465e-ac02-caaa50eedb0f,Respect,Demonstrate respect across the organization,Team,2,84.6,315,2025-03-05T20:33:44.835463,2025-11-17T20:33:44.835467
d5f61cce-0770-4e04-a0c3-06b0a6f12e9f,a6914b19-adbb-465e-ac02-caaa50eedb0f,Diversity,Enable diversity across the organization,Team,3,60.0,109,2025-01-31T20:33:44.835483,2025-11-17T20:33:44.835487
fea864b4-6613-4be1-9bf0-deb30d23bbca,a6914b19-adbb-465e-ac02-caaa50eedb0f,Excellence,Build excellence across the organization,Individual,4,64.0,83,2025-08-03T20:33:44.835500,2025-11-17T20:33:44.835504
e8539e82-b182-4587-b122-f8e00b616985,a6914b19-adbb-465e-ac02-caaa50eedb0f,Innovation,Demonstrate innovation across the organization,Individual,2,61.8,149,2025-06-22T20:33:44.835516,2025-11-17T20:33:44.835519
cbe32971-0edb-497a-a94b-006ba2683710,a6914b19-adbb-465e-ac02-caaa50eedb0f,Agility,Drive agility across the organization,Individual,3,82.1,247,2025-08-09T20:33:44.835536,2025-11-17T20:33:44.835539
8ff9999a-ab7a-4bc6-8964-01f9d588fabb,a6914b19-adbb-465e-ac02-caaa50eedb0f,Collaboration,Cultivate collaboration across the organization,Organizational,4,55.7,218,2025-03-24T20:33:44.835551,2025-11-17T20:33:44.835554
a78e3859-699f-4b1b-a7e9-b0bf74346290,5d5c6f21-13c1-4cbc-9dc1-c67f14247847,Respect,Drive respect across the organization,Individual,5,42.5,52,2025-01-12T20:33:44.856615,2025-11-17T20:33:44.856618
56151759-36c7-4109-a4fe-44374abbf892,5d5c6f21-13c1-4cbc-9dc1-c67f14247847,Empowerment,Build empowerment across the organization,Individual,5,74.2,194,2025-01-18T20:33:44.856626,2025-11-17T20:33:44.856628
08249ccd-0db5-4608-ab65-4c4353fdb0b2,5d5c6f21-13c1-4cbc-9dc1-c67f14247847,Integrity,Foster integrity across the organization,Individual,1,44.9,53,2025-03-01T20:33:44.856635,2025-11-17T20:33:44.856637
5c1dff55-7704-4b9c-a944-a714d8daaee8,5d5c6f21-13c1-4cbc-9dc1-c67f14247847,Diversity,Embrace diversity across the organization,Individual,4,45.2,120,2025-04-24T20:33:44.856643,2025-11-17T20:33:44.856645
bfdc30ba-b1a5-47c2-b0be-9947635ed2c3,5d5c6f21-13c1-4cbc-9dc1-c67f14247847,Innovation,Pursue innovation across the organization,Individual,4,53.1,88,2025-01-30T20:33:44.856651,2025-11-17T20:33:44.856653
02d42275-c722-444e-ba4d-73bda68e8f7b,5d5c6f21-13c1-4cbc-9dc1-c67f14247847,Sustainability,Embrace sustainability across the organization,Individual,5,94.6,450,2025-04-14T20:33:44.856662,2025-11-17T20:33:44.856664
de5c7dca-cbd4-4849-b318-2df6679d19c6,5d5c6f21-13c1-4cbc-9dc1-c67f14247847,Collaboration,Pursue collaboration across the organization,Organizational,5,55.3,325,2024-11-20T20:33:44.856671,2025-11-17T20:33:44.856673
6263091b-ba61-4770-bff1-ae832c74a014,5d5c6f21-13c1-4cbc-9dc1-c67f14247847,Agility,Foster agility across the organization,Individual,3,43.9,16,2025-06-22T20:33:44.856679,2025-11-17T20:33:44.856681
bd875d9b-e0e2-44ff-a4b7-a794bfe55a50,5d5c6f21-13c1-4cbc-9dc1-c67f14247847,Transparency,Enable transparency across the organization,Organizational,2,53.4,446,2025-02-19T20:33:44.856687,2025-11-17T20:33:44.856689
f292eb8a-c009-493e-afb8-8187588cd5e3,10f04d13-83f8-4976-8f5b-9f5ab4be5862,Transparency,Pursue transparency across the organization,Individual,1,41.2,199,2025-04-06T20:33:44.890915,2025-11-17T20:33:44.890919
d1355f6b-ed42-46ba-bcb1-1211221ffd53,10f04d13-83f8-4976-8f5b-9f5ab4be5862,Collaboration,Drive collaboration across the organization,Individual,5,73.8,39,2025-02-13T20:33:44.890932,2025-11-17T20:33:44.890935
127890e6-754e-4846-99c5-2459fb3ad94d,10f04d13-83f8-4976-8f5b-9f5ab4be5862,Integrity,Champion integrity across the organization,Individual,5,74.6,134,2025-07-08T20:33:44.890947,2025-11-17T20:33:44.890948
9ddf6b92-1eea-47e4-a435-c2d55081af5b,10f04d13-83f8-4976-8f5b-9f5ab4be5862,Empowerment,Pursue empowerment across the organization,Individual,4,79.7,361,2025-02-05T20:33:44.890956,2025-11-17T20:33:44.890958
1e64f8f6-fd32-425c-b174-c75d783b0390,10f04d13-83f8-4976-8f5b-9f5ab4be5862,Diversity,Foster diversity across the organization,Individual,1,85.1,440,2025-07-20T20:33:44.890966,2025-11-17T20:33:44.890968
70846dae-36c1-44c6-b756-d825cbe88d17,10f04d13-83f8-4976-8f5b-9f5ab4be5862,Customer Focus,Cultivate customer focus across the organization,Organizational,1,65.8,263,2025-05-30T20:33:44.890981,2025-11-17T20:33:44.890983
2ee4058e-33cc-4fbb-9793-71e2bbeef291,10f04d13-83f8-4976-8f5b-9f5ab4be5862,Innovation,Create innovation across the organization,Individual,3,90.4,104,2025-04-26T20:33:44.890991,2025-11-17T20:33:44.890993
ddf6a40d-b7a5-45b8-9976-54bbb3713a01,10f04d13-83f8-4976-8f5b-9f5ab4be5862,Sustainability,Champion sustainability across the organization,Individual,4,59.7,162,2025-02-17T20:33:44.891001,2025-11-17T20:33:44.891003
872e5d80-ac87-4c50-b4ad-2c0705eead2b,d69f95b5-d0f9-49ad-9d45-42f7007be44f,Respect,Build respect across the organization,Organizational,4,46.5,63,2024-12-17T20:33:44.904384,2025-11-17T20:33:44.904388
a6aa0624-6fec-478b-9d3d-dfbd48e4658d,d69f95b5-d0f9-49ad-9d45-42f7007be44f,Accountability,Build accountability across the organization,Organizational,2,49.7,262,2025-01-17T20:33:44.904401,2025-11-17T20:33:44.904404
65562325-92c2-4c01-b840-57956e76db47,d69f95b5-d0f9-49ad-9d45-42f7007be44f,Transparency,Cultivate transparency across the organization,Organizational,5,50.4,90,2024-11-20T20:33:44.904415,2025-11-17T20:33:44.904419
